                                                                                                                                                                                          2 Apr 2025 21:05:16
Place-Raisting-Receiver-DLRx-To-Satellite-CommSat-Transmitter-DLTx:  Link Budget


      Time (UTCG)          EIRP (dBW)    Rcvd. Frequency (GHz)    Rcvd. Iso. Power (dBW)    Flux Density (dBW/m^2)    g/T (dB/K)    C/No (dB*Hz)    Bandwidth (kHz)    C/N (dB)    Eb/No (dB)         BER    
1 May 2024 21:19:50.000        23.010                 1.499997                  -161.167               -136.189106     17.000000       84.432524          32000.000      9.3810       12.3913    1.936391e-09
1 May 2024 21:20:50.000        23.010                 1.499997                  -161.177               -136.199523     17.000000       84.422106          32000.000      9.3706       12.3809    2.020847e-09
1 May 2024 21:21:50.000        23.010                 1.499997                  -161.187               -136.209982     17.000000       84.411647          32000.000      9.3601       12.3704    2.109134e-09
1 May 2024 21:22:50.000        23.010                 1.499997                  -161.198               -136.220482     17.000000       84.401147          32000.000      9.3496       12.3599    2.201420e-09
1 May 2024 21:23:50.000        23.010                 1.499997                  -161.209               -136.231021     17.000000       84.390608          32000.000      9.3391       12.3494    2.297881e-09
1 May 2024 21:24:50.000        23.010                 1.499997                  -161.219               -136.241598     17.000000       84.380031          32000.000      9.3285       12.3388    2.398697e-09
1 May 2024 21:25:50.000        23.010                 1.499997                  -161.230               -136.252213     17.000000       84.369417          32000.000      9.3179       12.3282    2.504058e-09
1 May 2024 21:26:50.000        23.010                 1.499997                  -161.240               -136.262863     17.000000       84.358766          32000.000      9.3073       12.3176    2.614160e-09
1 May 2024 21:27:50.000        23.010                 1.499997                  -161.251               -136.273549     17.000000       84.348081          32000.000      9.2966       12.3069    2.729208e-09
1 May 2024 21:28:50.000        23.010                 1.499997                  -161.262               -136.284268     17.000000       84.337361          32000.000      9.2859       12.2962    2.849413e-09
1 May 2024 21:29:50.000        23.010                 1.499997                  -161.273               -136.295020     17.000000       84.326609          32000.000      9.2751       12.2854    2.974995e-09
1 May 2024 21:30:50.000        23.010                 1.499997                  -161.283               -136.305804     17.000000       84.315825          32000.000      9.2643       12.2746    3.106184e-09
1 May 2024 21:31:50.000        23.010                 1.499997                  -161.294               -136.316619     17.000000       84.305010          32000.000      9.2535       12.2638    3.243217e-09
1 May 2024 21:32:50.000        23.010                 1.499997                  -161.305               -136.327463     17.000000       84.294166          32000.000      9.2427       12.2530    3.386340e-09
1 May 2024 21:33:50.000        23.010                 1.499997                  -161.316               -136.338336     17.000000       84.283293          32000.000      9.2318       12.2421    3.535809e-09
1 May 2024 21:34:50.000        23.010                 1.499997                  -161.327               -136.349236     17.000000       84.272393          32000.000      9.2209       12.2312    3.691891e-09
1 May 2024 21:35:50.000        23.010                 1.499997                  -161.338               -136.360163     17.000000       84.261466          32000.000      9.2100       12.2203    3.854859e-09
1 May 2024 21:36:50.000        23.010                 1.499997                  -161.349               -136.371116     17.000000       84.250513          32000.000      9.1990       12.2093    4.025001e-09
1 May 2024 21:37:50.000        23.010                 1.499997                  -161.360               -136.382093     17.000000       84.239536          32000.000      9.1880       12.1983    4.202611e-09
1 May 2024 21:38:50.000        23.010                 1.499997                  -161.371               -136.393093     17.000000       84.228536          32000.000      9.1770       12.1873    4.387996e-09
1 May 2024 21:39:50.000        23.010                 1.499997                  -161.382               -136.404116     17.000000       84.217513          32000.000      9.1660       12.1763    4.581475e-09
1 May 2024 21:40:50.000        23.010                 1.499997                  -161.393               -136.415161     17.000000       84.206469          32000.000      9.1550       12.1653    4.783376e-09
1 May 2024 21:41:50.000        23.010                 1.499997                  -161.404               -136.426225     17.000000       84.195404          32000.000      9.1439       12.1542    4.994041e-09
1 May 2024 21:42:50.000        23.010                 1.499997                  -161.415               -136.437310     17.000000       84.184319          32000.000      9.1328       12.1431    5.213822e-09
1 May 2024 21:43:50.000        23.010                 1.499997                  -161.426               -136.448413     17.000000       84.173216          32000.000      9.1217       12.1320    5.443086e-09
1 May 2024 21:44:50.000        23.010                 1.499997                  -161.437               -136.459534     17.000000       84.162096          32000.000      9.1106       12.1209    5.682208e-09
1 May 2024 21:45:50.000        23.010                 1.499997                  -161.448               -136.470671     17.000000       84.150958          32000.000      9.0995       12.1098    5.931582e-09
1 May 2024 21:46:50.000        23.010                 1.499997                  -161.459               -136.481824     17.000000       84.139805          32000.000      9.0883       12.0986    6.191611e-09
1 May 2024 21:47:50.000        23.010                 1.499997                  -161.471               -136.492992     17.000000       84.128638          32000.000      9.0771       12.0874    6.462712e-09
1 May 2024 21:48:50.000        23.010                 1.499997                  -161.482               -136.504173     17.000000       84.117456          32000.000      9.0660       12.0763    6.745319e-09
1 May 2024 21:49:50.000        23.010                 1.499997                  -161.493               -136.515368     17.000000       84.106261          32000.000      9.0548       12.0651    7.039877e-09
1 May 2024 21:50:50.000        23.010                 1.499997                  -161.504               -136.526574     17.000000       84.095055          32000.000      9.0436       12.0539    7.346848e-09
1 May 2024 21:51:50.000        23.010                 1.499997                  -161.515               -136.537792     17.000000       84.083837          32000.000      9.0323       12.0426    7.666707e-09
1 May 2024 21:52:50.000        23.010                 1.499997                  -161.527               -136.549020     17.000000       84.072609          32000.000      9.0211       12.0314    7.999947e-09
1 May 2024 21:53:50.000        23.010                 1.499997                  -161.538               -136.560257     17.000000       84.061372          32000.000      9.0099       12.0202    8.347074e-09
1 May 2024 21:54:50.000        23.010                 1.499997                  -161.549               -136.571503     17.000000       84.050126          32000.000      8.9986       12.0089    8.708611e-09
1 May 2024 21:55:50.000        23.010                 1.499997                  -161.560               -136.582756     17.000000       84.038873          32000.000      8.9874       11.9977    9.085099e-09
1 May 2024 21:56:50.000        23.010                 1.499997                  -161.572               -136.594017     17.000000       84.027613          32000.000      8.9761       11.9864    9.477094e-09
1 May 2024 21:57:50.000        23.010                 1.499997                  -161.583               -136.605283     17.000000       84.016346          32000.000      8.9648       11.9751    9.885169e-09
1 May 2024 21:58:50.000        23.010                 1.499997                  -161.594               -136.616554     17.000000       84.005075          32000.000      8.9536       11.9639    1.030992e-08
1 May 2024 21:59:50.000        23.010                 1.499997                  -161.605               -136.627829     17.000000       83.993800          32000.000      8.9423       11.9526    1.075194e-08
1 May 2024 22:00:50.000        23.010                 1.499997                  -161.617               -136.639108     17.000000       83.982521          32000.000      8.9310       11.9413    1.121188e-08
1 May 2024 22:01:50.000        23.010                 1.499997                  -161.628               -136.650390     17.000000       83.971240          32000.000      8.9197       11.9300    1.169037e-08
1 May 2024 22:02:50.000        23.010                 1.499997                  -161.639               -136.661673     17.000000       83.959956          32000.000      8.9085       11.9188    1.218808e-08
1 May 2024 22:03:50.000        23.010                 1.499997                  -161.650               -136.672957     17.000000       83.948672          32000.000      8.8972       11.9075    1.270569e-08
1 May 2024 22:04:50.000        23.010                 1.499997                  -161.662               -136.684242     17.000000       83.937387          32000.000      8.8859       11.8962    1.324390e-08
1 May 2024 22:05:50.000        23.010                 1.499997                  -161.673               -136.695526     17.000000       83.926103          32000.000      8.8746       11.8849    1.380344e-08
1 May 2024 22:06:50.000        23.010                 1.499997                  -161.684               -136.706809     17.000000       83.914820          32000.000      8.8633       11.8736    1.438505e-08
1 May 2024 22:07:50.000        23.010                 1.499997                  -161.696               -136.718090     17.000000       83.903540          32000.000      8.8520       11.8623    1.498950e-08
1 May 2024 22:08:50.000        23.010                 1.499997                  -161.707               -136.729368     17.000000       83.892262          32000.000      8.8408       11.8511    1.561757e-08
1 May 2024 22:09:50.000        23.010                 1.499997                  -161.718               -136.740642     17.000000       83.880987          32000.000      8.8295       11.8398    1.627007e-08
1 May 2024 22:10:50.000        23.010                 1.499997                  -161.729               -136.751912     17.000000       83.869717          32000.000      8.8182       11.8285    1.694781e-08
1 May 2024 22:11:50.000        23.010                 1.499997                  -161.741               -136.763178     17.000000       83.858452          32000.000      8.8070       11.8173    1.765166e-08
1 May 2024 22:12:50.000        23.010                 1.499997                  -161.752               -136.774437     17.000000       83.847192          32000.000      8.7957       11.8060    1.838249e-08
1 May 2024 22:13:50.000        23.010                 1.499997                  -161.763               -136.785690     17.000000       83.835939          32000.000      8.7844       11.7947    1.914118e-08
1 May 2024 22:14:50.000        23.010                 1.499997                  -161.774               -136.796937     17.000000       83.824693          32000.000      8.7732       11.7835    1.992865e-08
1 May 2024 22:15:13.487        23.010                 1.499997                  -161.779               -136.801337     17.000000       83.820292          32000.000      8.7688       11.7791    2.024494e-08

      Time (UTCG)          EIRP (dBW)    Rcvd. Frequency (GHz)    Rcvd. Iso. Power (dBW)    Flux Density (dBW/m^2)    g/T (dB/K)    C/No (dB*Hz)    Bandwidth (kHz)    C/N (dB)    Eb/No (dB)         BER    
-----------------------    ----------    ---------------------    ----------------------    ----------------------    ----------    ------------    ---------------    --------    ----------    ------------
2 May 2024 09:19:42.191        23.010                 1.500003                  -161.846               -136.868308     17.000000       83.753321          32000.000      8.7018       11.7121    2.567889e-08
2 May 2024 09:20:42.000        23.010                 1.500003                  -161.835               -136.857583     17.000000       83.764046          32000.000      8.7125       11.7228    2.472543e-08
2 May 2024 09:21:42.000        23.010                 1.500003                  -161.824               -136.846851     17.000000       83.774778          32000.000      8.7233       11.7336    2.380460e-08
2 May 2024 09:22:42.000        23.010                 1.500003                  -161.814               -136.836147     17.000000       83.785482          32000.000      8.7340       11.7443    2.291828e-08
2 May 2024 09:23:42.000        23.010                 1.500003                  -161.803               -136.825473     17.000000       83.796156          32000.000      8.7447       11.7550    2.206526e-08
2 May 2024 09:24:42.000        23.010                 1.500003                  -161.792               -136.814829     17.000000       83.806800          32000.000      8.7553       11.7656    2.124437e-08
2 May 2024 09:25:42.000        23.010                 1.500003                  -161.782               -136.804216     17.000000       83.817413          32000.000      8.7659       11.7762    2.045448e-08
2 May 2024 09:26:42.000        23.010                 1.500003                  -161.771               -136.793637     17.000000       83.827992          32000.000      8.7765       11.7868    1.969450e-08
2 May 2024 09:27:42.000        23.010                 1.500003                  -161.761               -136.783091     17.000000       83.838538          32000.000      8.7870       11.7973    1.896336e-08
2 May 2024 09:28:42.000        23.010                 1.500003                  -161.750               -136.772580     17.000000       83.849049          32000.000      8.7975       11.8078    1.826004e-08
2 May 2024 09:29:42.000        23.010                 1.500003                  -161.740               -136.762106     17.000000       83.859524          32000.000      8.8080       11.8183    1.758352e-08
2 May 2024 09:30:42.000        23.010                 1.500003                  -161.729               -136.751668     17.000000       83.869961          32000.000      8.8185       11.8288    1.693285e-08
2 May 2024 09:31:42.000        23.010                 1.500003                  -161.719               -136.741269     17.000000       83.880360          32000.000      8.8289       11.8392    1.630710e-08
2 May 2024 09:32:42.000        23.010                 1.500003                  -161.708               -136.730910     17.000000       83.890719          32000.000      8.8392       11.8495    1.570535e-08
2 May 2024 09:33:42.000        23.010                 1.500003                  -161.698               -136.720591     17.000000       83.901038          32000.000      8.8495       11.8598    1.512673e-08
2 May 2024 09:34:42.000        23.010                 1.500003                  -161.688               -136.710314     17.000000       83.911315          32000.000      8.8598       11.8701    1.457039e-08
2 May 2024 09:35:42.000        23.010                 1.500003                  -161.678               -136.700080     17.000000       83.921549          32000.000      8.8700       11.8803    1.403551e-08
2 May 2024 09:36:42.000        23.010                 1.500003                  -161.667               -136.689891     17.000000       83.931738          32000.000      8.8802       11.8905    1.352130e-08
2 May 2024 09:37:42.000        23.010                 1.500003                  -161.657               -136.679747     17.000000       83.941882          32000.000      8.8904       11.9007    1.302699e-08
2 May 2024 09:38:42.000        23.010                 1.500003                  -161.647               -136.669649     17.000000       83.951980          32000.000      8.9005       11.9108    1.255185e-08
2 May 2024 09:39:42.000        23.010                 1.500003                  -161.637               -136.659599     17.000000       83.962030          32000.000      8.9105       11.9208    1.209515e-08
2 May 2024 09:40:42.000        23.010                 1.500003                  -161.627               -136.649599     17.000000       83.972030          32000.000      8.9205       11.9308    1.165620e-08
2 May 2024 09:41:42.000        23.010                 1.500003                  -161.617               -136.639648     17.000000       83.981981          32000.000      8.9305       11.9408    1.123435e-08
2 May 2024 09:42:42.000        23.010                 1.500003                  -161.607               -136.629748     17.000000       83.991881          32000.000      8.9404       11.9507    1.082893e-08
2 May 2024 09:43:42.000        23.010                 1.500003                  -161.597               -136.619902     17.000000       84.001728          32000.000      8.9502       11.9605    1.043934e-08
2 May 2024 09:44:42.000        23.010                 1.500003                  -161.588               -136.610108     17.000000       84.011521          32000.000      8.9600       11.9703    1.006497e-08
2 May 2024 09:45:42.000        23.010                 1.500003                  -161.578               -136.600370     17.000000       84.021259          32000.000      8.9698       11.9801    9.705232e-09
2 May 2024 09:46:42.000        23.010                 1.500002                  -161.568               -136.590688     17.000000       84.030941          32000.000      8.9794       11.9897    9.359581e-09
2 May 2024 09:47:42.000        23.010                 1.500002                  -161.559               -136.581063     17.000000       84.040566          32000.000      8.9891       11.9994    9.027472e-09
2 May 2024 09:48:42.000        23.010                 1.500002                  -161.549               -136.571496     17.000000       84.050133          32000.000      8.9986       12.0089    8.708386e-09
2 May 2024 09:49:42.000        23.010                 1.500002                  -161.539               -136.561989     17.000000       84.059640          32000.000      9.0081       12.0184    8.401823e-09
2 May 2024 09:50:42.000        23.010                 1.500002                  -161.530               -136.552543     17.000000       84.069086          32000.000      9.0176       12.0279    8.107298e-09
2 May 2024 09:51:42.000        23.010                 1.500002                  -161.521               -136.543159     17.000000       84.078470          32000.000      9.0270       12.0373    7.824347e-09
2 May 2024 09:52:42.000        23.010                 1.500002                  -161.511               -136.533839     17.000000       84.087790          32000.000      9.0363       12.0466    7.552522e-09
2 May 2024 09:53:42.000        23.010                 1.500002                  -161.502               -136.524583     17.000000       84.097046          32000.000      9.0455       12.0558    7.291389e-09
2 May 2024 09:54:42.000        23.010                 1.500002                  -161.493               -136.515392     17.000000       84.106237          32000.000      9.0547       12.0650    7.040535e-09
2 May 2024 09:55:42.000        23.010                 1.500002                  -161.484               -136.506269     17.000000       84.115360          32000.000      9.0639       12.0742    6.799557e-09
2 May 2024 09:56:42.000        23.010                 1.500002                  -161.475               -136.497213     17.000000       84.124416          32000.000      9.0729       12.0832    6.568071e-09
2 May 2024 09:57:42.000        23.010                 1.500002                  -161.466               -136.488227     17.000000       84.133402          32000.000      9.0819       12.0922    6.345705e-09
2 May 2024 09:58:42.000        23.010                 1.500002                  -161.457               -136.479311     17.000000       84.142318          32000.000      9.0908       12.1011    6.132103e-09
2 May 2024 09:59:42.000        23.010                 1.500002                  -161.448               -136.470467     17.000000       84.151162          32000.000      9.0997       12.1100    5.926919e-09
2 May 2024 10:00:42.000        23.010                 1.500002                  -161.439               -136.461695     17.000000       84.159934          32000.000      9.1084       12.1187    5.729825e-09
2 May 2024 10:01:42.000        23.010                 1.500002                  -161.431               -136.452998     17.000000       84.168631          32000.000      9.1171       12.1274    5.540502e-09
2 May 2024 10:02:42.000        23.010                 1.500002                  -161.422               -136.444376     17.000000       84.177253          32000.000      9.1258       12.1361    5.358644e-09
2 May 2024 10:03:42.000        23.010                 1.500002                  -161.413               -136.435830     17.000000       84.185799          32000.000      9.1343       12.1446    5.183957e-09
2 May 2024 10:04:42.000        23.010                 1.500002                  -161.405               -136.427362     17.000000       84.194268          32000.000      9.1428       12.1531    5.016159e-09
2 May 2024 10:05:42.000        23.010                 1.500002                  -161.396               -136.418972     17.000000       84.202657          32000.000      9.1512       12.1615    4.854977e-09
2 May 2024 10:06:42.000        23.010                 1.500002                  -161.388               -136.410662     17.000000       84.210967          32000.000      9.1595       12.1698    4.700151e-09
2 May 2024 10:07:42.000        23.010                 1.500002                  -161.380               -136.402433     17.000000       84.219196          32000.000      9.1677       12.1780    4.551429e-09
2 May 2024 10:08:42.000        23.010                 1.500002                  -161.372               -136.394287     17.000000       84.227342          32000.000      9.1758       12.1861    4.408571e-09
2 May 2024 10:09:42.000        23.010                 1.500002                  -161.364               -136.386224     17.000000       84.235405          32000.000      9.1839       12.1942    4.271345e-09
2 May 2024 10:10:42.000        23.010                 1.500002                  -161.356               -136.378245     17.000000       84.243384          32000.000      9.1919       12.2022    4.139528e-09
2 May 2024 10:11:42.000        23.010                 1.500002                  -161.348               -136.370352     17.000000       84.251277          32000.000      9.1998       12.2101    4.012907e-09
2 May 2024 10:12:42.000        23.010                 1.500002                  -161.340               -136.362545     17.000000       84.259084          32000.000      9.2076       12.2179    3.891277e-09
2 May 2024 10:13:42.000        23.010                 1.500002                  -161.332               -136.354827     17.000000       84.266802          32000.000      9.2153       12.2256    3.774441e-09
2 May 2024 10:14:42.000        23.010                 1.500002                  -161.325               -136.347197     17.000000       84.274432          32000.000      9.2229       12.2332    3.662209e-09
2 May 2024 10:15:42.000        23.010                 1.500002                  -161.317               -136.339658     17.000000       84.281971          32000.000      9.2305       12.2408    3.554400e-09
2 May 2024 10:16:42.000        23.010                 1.500002                  -161.310               -136.332209     17.000000       84.289420          32000.000      9.2379       12.2482    3.450841e-09
2 May 2024 10:17:42.000        23.010                 1.500002                  -161.302               -136.324853     17.000000       84.296776          32000.000      9.2453       12.2556    3.351364e-09
2 May 2024 10:18:42.000        23.010                 1.500002                  -161.295               -136.317591     17.000000       84.304038          32000.000      9.2525       12.2628    3.255808e-09
2 May 2024 10:19:42.000        23.010                 1.500002                  -161.288               -136.310422     17.000000       84.311207          32000.000      9.2597       12.2700    3.164020e-09
2 May 2024 10:20:42.000        23.010                 1.500002                  -161.281               -136.303349     17.000000       84.318280          32000.000      9.2668       12.2771    3.075853e-09
2 May 2024 10:21:42.000        23.010                 1.500002                  -161.274               -136.296373     17.000000       84.325256          32000.000      9.2738       12.2841    2.991164e-09
2 May 2024 10:22:42.000        23.010                 1.500002                  -161.267               -136.289494     17.000000       84.332135          32000.000      9.2806       12.2909    2.909819e-09
2 May 2024 10:23:42.000        23.010                 1.500002                  -161.260               -136.282714     17.000000       84.338915          32000.000      9.2874       12.2977    2.831686e-09
2 May 2024 10:24:42.000        23.010                 1.500002                  -161.254               -136.276034     17.000000       84.345595          32000.000      9.2941       12.3044    2.756643e-09
2 May 2024 10:25:42.000        23.010                 1.500002                  -161.247               -136.269454     17.000000       84.352175          32000.000      9.3007       12.3110    2.684568e-09
2 May 2024 10:26:42.000        23.010                 1.500002                  -161.240               -136.262976     17.000000       84.358654          32000.000      9.3072       12.3175    2.615347e-09
2 May 2024 10:27:42.000        23.010                 1.500002                  -161.234               -136.256600     17.000000       84.365029          32000.000      9.3135       12.3238    2.548872e-09
2 May 2024 10:28:42.000        23.010                 1.500002                  -161.228               -136.250328     17.000000       84.371301          32000.000      9.3198       12.3301    2.485035e-09
2 May 2024 10:29:42.000        23.010                 1.500002                  -161.222               -136.244160     17.000000       84.377469          32000.000      9.3260       12.3363    2.423738e-09
2 May 2024 10:30:42.000        23.010                 1.500001                  -161.216               -136.238098     17.000000       84.383531          32000.000      9.3320       12.3423    2.364883e-09
2 May 2024 10:31:42.000        23.010                 1.500001                  -161.210               -136.232142     17.000000       84.389487          32000.000      9.3380       12.3483    2.308377e-09
2 May 2024 10:32:42.000        23.010                 1.500001                  -161.204               -136.226294     17.000000       84.395335          32000.000      9.3438       12.3541    2.254133e-09
2 May 2024 10:33:42.000        23.010                 1.500001                  -161.198               -136.220554     17.000000       84.401075          32000.000      9.3496       12.3599    2.202066e-09
2 May 2024 10:34:42.000        23.010                 1.500001                  -161.192               -136.214923     17.000000       84.406706          32000.000      9.3552       12.3655    2.152094e-09
2 May 2024 10:35:42.000        23.010                 1.500001                  -161.187               -136.209402     17.000000       84.412227          32000.000      9.3607       12.3710    2.104140e-09
2 May 2024 10:36:42.000        23.010                 1.500001                  -161.182               -136.203992     17.000000       84.417637          32000.000      9.3661       12.3764    2.058129e-09
2 May 2024 10:37:42.000        23.010                 1.500001                  -161.176               -136.198693     17.000000       84.422936          32000.000      9.3714       12.3817    2.013992e-09
2 May 2024 10:38:42.000        23.010                 1.500001                  -161.171               -136.193507     17.000000       84.428122          32000.000      9.3766       12.3869    1.971659e-09
2 May 2024 10:39:42.000        23.010                 1.500001                  -161.166               -136.188434     17.000000       84.433195          32000.000      9.3817       12.3920    1.931065e-09
2 May 2024 10:40:42.000        23.010                 1.500001                  -161.161               -136.183476     17.000000       84.438153          32000.000      9.3867       12.3970    1.892150e-09
2 May 2024 10:41:42.000        23.010                 1.500001                  -161.156               -136.178632     17.000000       84.442997          32000.000      9.3915       12.4018    1.854853e-09
2 May 2024 10:42:42.000        23.010                 1.500001                  -161.151               -136.173904     17.000000       84.447725          32000.000      9.3962       12.4065    1.819117e-09
2 May 2024 10:43:42.000        23.010                 1.500001                  -161.147               -136.169292     17.000000       84.452337          32000.000      9.4008       12.4111    1.784889e-09
2 May 2024 10:44:42.000        23.010                 1.500001                  -161.142               -136.164798     17.000000       84.456831          32000.000      9.4053       12.4156    1.752116e-09
2 May 2024 10:45:42.000        23.010                 1.500001                  -161.138               -136.160421     17.000000       84.461208          32000.000      9.4097       12.4200    1.720750e-09
2 May 2024 10:46:42.000        23.010                 1.500001                  -161.134               -136.156162     17.000000       84.465467          32000.000      9.4140       12.4243    1.690743e-09
2 May 2024 10:47:42.000        23.010                 1.500001                  -161.130               -136.152023     17.000000       84.469606          32000.000      9.4181       12.4284    1.662051e-09
2 May 2024 10:48:42.000        23.010                 1.500001                  -161.126               -136.148004     17.000000       84.473625          32000.000      9.4221       12.4324    1.634630e-09
2 May 2024 10:49:42.000        23.010                 1.500001                  -161.122               -136.144105     17.000000       84.477524          32000.000      9.4260       12.4363    1.608439e-09
2 May 2024 10:50:42.000        23.010                 1.500001                  -161.118               -136.140327     17.000000       84.481302          32000.000      9.4298       12.4401    1.583441e-09
2 May 2024 10:51:42.000        23.010                 1.500001                  -161.114               -136.136670     17.000000       84.484959          32000.000      9.4335       12.4438    1.559598e-09
2 May 2024 10:52:42.000        23.010                 1.500001                  -161.111               -136.133136     17.000000       84.488493          32000.000      9.4370       12.4473    1.536874e-09
2 May 2024 10:53:42.000        23.010                 1.500001                  -161.107               -136.129725     17.000000       84.491904          32000.000      9.4404       12.4507    1.515237e-09
2 May 2024 10:54:42.000        23.010                 1.500001                  -161.104               -136.126437     17.000000       84.495193          32000.000      9.4437       12.4540    1.494654e-09
2 May 2024 10:55:42.000        23.010                 1.500001                  -161.101               -136.123272     17.000000       84.498357          32000.000      9.4469       12.4572    1.475096e-09
2 May 2024 10:56:42.000        23.010                 1.500001                  -161.098               -136.120232     17.000000       84.501397          32000.000      9.4499       12.4602    1.456534e-09
2 May 2024 10:57:42.000        23.010                 1.500001                  -161.095               -136.117316     17.000000       84.504313          32000.000      9.4528       12.4631    1.438940e-09
2 May 2024 10:58:42.000        23.010                 1.500001                  -161.092               -136.114526     17.000000       84.507104          32000.000      9.4556       12.4659    1.422291e-09
2 May 2024 10:59:42.000        23.010                 1.500001                  -161.089               -136.111861     17.000000       84.509769          32000.000      9.4583       12.4686    1.406560e-09
2 May 2024 11:00:42.000        23.010                 1.500001                  -161.087               -136.109322     17.000000       84.512308          32000.000      9.4608       12.4711    1.391726e-09
2 May 2024 11:01:42.000        23.010                 1.500001                  -161.084               -136.106909     17.000000       84.514720          32000.000      9.4632       12.4735    1.377767e-09
2 May 2024 11:02:42.000        23.010                 1.500001                  -161.082               -136.104623     17.000000       84.517006          32000.000      9.4655       12.4758    1.364663e-09
2 May 2024 11:03:42.000        23.010                 1.500001                  -161.080               -136.102463     17.000000       84.519166          32000.000      9.4677       12.4780    1.352395e-09
2 May 2024 11:04:42.000        23.010                 1.500000                  -161.078               -136.100432     17.000000       84.521198          32000.000      9.4697       12.4800    1.340946e-09
2 May 2024 11:05:42.000        23.010                 1.500000                  -161.076               -136.098527     17.000000       84.523102          32000.000      9.4716       12.4819    1.330299e-09
2 May 2024 11:06:42.000        23.010                 1.500000                  -161.074               -136.096751     17.000000       84.524878          32000.000      9.4734       12.4837    1.320438e-09
2 May 2024 11:07:42.000        23.010                 1.500000                  -161.073               -136.095102     17.000000       84.526527          32000.000      9.4750       12.4853    1.311350e-09
2 May 2024 11:08:42.000        23.010                 1.500000                  -161.071               -136.093582     17.000000       84.528047          32000.000      9.4765       12.4868    1.303021e-09
2 May 2024 11:09:42.000        23.010                 1.500000                  -161.070               -136.092190     17.000000       84.529439          32000.000      9.4779       12.4882    1.295440e-09
2 May 2024 11:10:42.000        23.010                 1.500000                  -161.068               -136.090927     17.000000       84.530702          32000.000      9.4792       12.4895    1.288595e-09
2 May 2024 11:11:42.000        23.010                 1.500000                  -161.067               -136.089792     17.000000       84.531837          32000.000      9.4803       12.4906    1.282477e-09
2 May 2024 11:12:42.000        23.010                 1.500000                  -161.066               -136.088786     17.000000       84.532843          32000.000      9.4813       12.4916    1.277077e-09
2 May 2024 11:13:42.000        23.010                 1.500000                  -161.065               -136.087909     17.000000       84.533720          32000.000      9.4822       12.4925    1.272386e-09
2 May 2024 11:14:42.000        23.010                 1.500000                  -161.065               -136.087162     17.000000       84.534467          32000.000      9.4830       12.4933    1.268399e-09
2 May 2024 11:15:42.000        23.010                 1.500000                  -161.064               -136.086543     17.000000       84.535086          32000.000      9.4836       12.4939    1.265108e-09
2 May 2024 11:16:42.000        23.010                 1.500000                  -161.064               -136.086053     17.000000       84.535576          32000.000      9.4841       12.4944    1.262509e-09
2 May 2024 11:17:42.000        23.010                 1.500000                  -161.063               -136.085692     17.000000       84.535937          32000.000      9.4844       12.4947    1.260598e-09
2 May 2024 11:18:42.000        23.010                 1.500000                  -161.063               -136.085461     17.000000       84.536168          32000.000      9.4847       12.4950    1.259372e-09
2 May 2024 11:19:42.000        23.010                 1.500000                  -161.063               -136.085358     17.000000       84.536271          32000.000      9.4848       12.4951    1.258829e-09
2 May 2024 11:20:42.000        23.010                 1.500000                  -161.063               -136.085390     17.000000       84.536239          32000.000      9.4847       12.4950    1.259000e-09
2 May 2024 11:21:42.000        23.010                 1.500000                  -161.063               -136.085554     17.000000       84.536075          32000.000      9.4846       12.4949    1.259864e-09
2 May 2024 11:22:42.000        23.010                 1.500000                  -161.063               -136.085846     17.000000       84.535783          32000.000      9.4843       12.4946    1.261410e-09
2 May 2024 11:23:42.000        23.010                 1.500000                  -161.064               -136.086266     17.000000       84.535363          32000.000      9.4839       12.4942    1.263639e-09
2 May 2024 11:24:42.000        23.010                 1.500000                  -161.064               -136.086815     17.000000       84.534814          32000.000      9.4833       12.4936    1.266554e-09
2 May 2024 11:25:42.000        23.010                 1.500000                  -161.065               -136.087492     17.000000       84.534137          32000.000      9.4826       12.4929    1.270158e-09
2 May 2024 11:26:42.000        23.010                 1.500000                  -161.066               -136.088297     17.000000       84.533333          32000.000      9.4818       12.4921    1.274455e-09
2 May 2024 11:27:42.000        23.010                 1.500000                  -161.067               -136.089229     17.000000       84.532400          32000.000      9.4809       12.4912    1.279451e-09
2 May 2024 11:28:42.000        23.010                 1.500000                  -161.068               -136.090289     17.000000       84.531340          32000.000      9.4798       12.4901    1.285152e-09
2 May 2024 11:29:42.000        23.010                 1.500000                  -161.069               -136.091475     17.000000       84.530154          32000.000      9.4787       12.4890    1.291564e-09
2 May 2024 11:30:42.000        23.010                 1.500000                  -161.070               -136.092789     17.000000       84.528840          32000.000      9.4773       12.4876    1.298697e-09
2 May 2024 11:31:42.000        23.010                 1.500000                  -161.072               -136.094229     17.000000       84.527400          32000.000      9.4759       12.4862    1.306559e-09
2 May 2024 11:32:42.000        23.010                 1.500000                  -161.073               -136.095794     17.000000       84.525835          32000.000      9.4743       12.4846    1.315160e-09
2 May 2024 11:33:42.000        23.010                 1.500000                  -161.075               -136.097486     17.000000       84.524143          32000.000      9.4726       12.4829    1.324511e-09
2 May 2024 11:34:42.000        23.010                 1.500000                  -161.077               -136.099303     17.000000       84.522327          32000.000      9.4708       12.4811    1.334624e-09
2 May 2024 11:35:42.000        23.010                 1.500000                  -161.079               -136.101244     17.000000       84.520385          32000.000      9.4689       12.4792    1.345513e-09
